"Facility.ID","Facility.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.promoting.interoperability.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","MORT.Group.Measure.Count","Count.of.Facility.MORT.Measures","Count.of.MORT.Measures.Better","Count.of.MORT.Measures.No.Different","Count.of.MORT.Measures.Worse","Safety.Group.Measure.Count","Count.of.Facility.Safety.Measures","Count.of.Safety.Measures.Better","Count.of.Safety.Measures.No.Different","Count.of.Safety.Measures.Worse","READM.Group.Measure.Count","Count.of.Facility.READM.Measures","Count.of.READM.Measures.Better","Count.of.READM.Measures.No.Different","Count.of.READM.Measures.Worse","Pt.Exp.Group.Measure.Count","Count.of.Facility.Pt.Exp.Measures","TE.Group.Measure.Count","Count.of.Facility.TE.Measures","HAI_1_Score","HAI_2_Score","HAI_3_Score","HAI_4_Score","HAI_5_Score","HAI_6_Score"
"251333","PEARL RIVER COUNTY HOSPITAL","305 WEST MOODY STREET","POPLARVILLE","MS",39470,"PEARL RIVER","(601) 795-4543","Critical Access Hospitals","Government - Local","Yes","Y","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","Not Available","Not Available","Not Available","Not Available","8","Not Available","12","Not Available",NA,NA,NA,NA,NA,NA
"251334","CHOCTAW REGIONAL MEDICAL CENTER","8613 MS HWY 12","ACKERMAN","MS",39735,"CHOCTAW","(662) 285-4400","Critical Access Hospitals","Government - Local","Yes","Y","Not Available","16","7","1","0","1","0","8","Not Available","Not Available","Not Available","Not Available","11","2","0","2","0","8","Not Available","12","1",NA,NA,NA,NA,0,0
"251335","JOHN C STENNIS MEMORIAL HOSPITAL","14365 HIGHWAY 16 WEST","DE KALB","MS",39328,"KEMPER","(769) 486-1000","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Y","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","1","0","1","0","8","Not Available","12","Not Available",NA,0,NA,NA,0,0
"251336","BAPTIST MEDICAL CENTER ATTALA","220 HWY 12 WEST","KOSCIUSKO","MS",39090,"ATTALA","(662) 289-4311","Critical Access Hospitals","Voluntary non-profit - Other","Yes","Y","Not Available","16","7","2","0","2","0","8","Not Available","Not Available","Not Available","Not Available","11","4","0","3","1","8","Not Available","12","3",NA,NA,NA,NA,NA,NA
"251337","TIPPAH COUNTY HOSPITAL","1005 CITY AVE NORTH","RIPLEY","MS",38663,"TIPPAH","(662) 837-9221","Critical Access Hospitals","Government - Local","Yes","","4","","7","3","0","3","0","8","Not Available","Not Available","Not Available","Not Available","11","4","1","3","0","8","Not Available","12","4",0,0,NA,NA,10,0
"251338","SHARKEY ISSAQUENA COMMUNITY HOSPITAL","47 SOUTH FOURTH ST","ROLLING FORK","MS",39159,"SHARKEY","(662) 873-4395","Critical Access Hospitals","Government - Local","Yes","","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","Not Available","Not Available","Not Available","Not Available","8","Not Available","12","1",NA,NA,NA,NA,NA,NA
"251339","QUITMAN COMMUNITY HOSPITAL","340 GETWELL DRIVE","MARKS","MS",38646,"QUITMAN","(662) 712-2370","Critical Access Hospitals","Government - Local","Yes","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"260001","MERCY HOSPITAL JOPLIN","100 MERCY WAY","JOPLIN","MO",64804,"JASPER","(417) 781-2727","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","2","","7","7","0","7","0","8","6","1","5","0","11","10","0","6","4","8","8","12","10",0.829359319925358,1.46842878120411,0.802246289610911,1.28865979381443,1.44092219020173,0.2388408258585
"260005","SSM ST JOSEPH HEALTH CENTER","300 1ST CAPITOL DR","SAINT CHARLES","MO",63301,"ST. CHARLES","(636) 947-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","0","7","0","8","7","1","6","0","11","9","1","8","0","8","8","12","7",1.9105846388995,0.343288705801579,1.19904076738609,0,2.29753015508329,0.457404230989137
"260006","MOSAIC LIFE CARE AT ST JOSEPH","5325 FARAON STREET","SAINT JOSEPH","MO",64506,"BUCHANAN","(816) 271-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","0","7","0","8","7","2","5","0","11","11","0","9","2","8","8","12","10",2.00066688896299,0.53475935828877,1.64667137144201,0,0.846381718154888,0.322710770471965
"260009","BOTHWELL REGIONAL HEALTH CENTER","601 E 14TH ST","SEDALIA","MO",65302,"PETTIS","(660) 826-8833","Acute Care Hospitals","Government - Local","Yes","Y","3","","7","5","0","5","0","8","4","1","3","0","11","10","0","8","2","8","8","12","9",1.85299567634342,0.419463087248322,1.23762376237624,0,0,0.290951411114344
"260011","SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY","2505 MISSION DRIVE","JEFFERSON CITY","MO",65109,"COLE","(573) 681-3000","Acute Care Hospitals","Proprietary","Yes","Y","3","","7","7","0","7","0","8","7","0","7","0","11","9","0","7","2","8","8","12","8",2.56163944924752,1.93461017604953,0,4.16666666666667,0.634517766497462,1.04
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","ROLLA","MO",65401,"PHELPS","(573) 458-8899","Acute Care Hospitals","Government - Local","Yes","Y","3","","7","5","0","4","1","8","7","0","7","0","11","10","1","8","1","8","8","12","9",2.12378640776699,0.385430718828291,1.62778079218665,0,0.651465798045603,0.482353886968406
"260020","MERCY HOSPITAL ST LOUIS","615 NEW BALLAS ROAD","SAINT LOUIS","MO",63141,"ST. LOUIS","(314) 251-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","7","2","5","0","8","8","2","6","0","11","11","2","7","2","8","8","12","10",0.468501108785957,0.740855070226887,0.446960667461263,0.461609478381289,0.963545848723302,0.54450209351667
"260022","NORTHEAST REGIONAL MEDICAL CENTER","315 S OSTEOPATHY","KIRKSVILLE","MO",63501,"ADAIR","(660) 785-1000","Acute Care Hospitals","Proprietary","Yes","Y","4","","7","4","0","4","0","8","4","0","4","0","11","8","0","8","0","8","8","12","7",1.34952766531714,0.775193798449612,0,0,3.09597523219814,0.29708853238265
"260023","MERCY HOSPITAL JEFFERSON","1400 US HIGHWAY 61","FESTUS","MO",63028,"JEFFERSON","(636) 933-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","6","0","6","0","8","7","1","6","0","11","10","0","9","1","8","8","12","9",1.06044538706257,1.45900204260286,0.683060109289617,0,0.951474785918173,0.306316240887092
"260024","TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD","HOUSTON","MO",65483,"TEXAS","(417) 967-3311","Acute Care Hospitals","Proprietary","Yes","Y","1","","7","3","0","3","0","8","2","0","2","0","11","5","0","3","2","8","8","12","4",10.989010989011,1.77619893428064,0,0,0,0
"260025","HANNIBAL REGIONAL HOSPITAL","6000 HOSPITAL DR","HANNIBAL","MO",63401,"MARION","(573) 248-1300","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","2","","7","4","0","4","0","8","4","0","4","0","11","10","0","9","1","8","8","12","9",0,0,0,8.62068965517241,0,1.57964748919189
"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD","KANSAS CITY","MO",64132,"JACKSON","(816) 276-4000","Acute Care Hospitals","Proprietary","Yes","Y","2","","7","7","0","5","2","8","7","1","6","0","11","11","0","11","0","8","8","12","7",0.757288905717531,0.622587473540032,0.935745477230193,1.96078431372549,1.14329268292683,0.378711933881352
"26002F","General Leonard Wood ACH (FT Leonard Wood)","126 Missouri Avenue","Fort Leonard Wood","MO",65473,"PULASKI","(573) 596-0035","Acute Care - Department of Defense","Department of Defense","Yes","","Not Available","22","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0,0,NA,NA,NA,NA
"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","SAINT LOUIS","MO",63110,"ST. LOUIS CITY","(314) 747-3000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","3","","7","7","0","7","0","8","8","2","5","1","11","11","0","7","4","8","8","12","9",0.949954010163,0.607707156645456,2.30826183528592,0.437158469945355,0.752269779507134,1.08085711969592
"260034","BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST","BUTLER","MO",64730,"BATES","(660) 200-7000","Acute Care Hospitals","Government - Local","Yes","Y","4","","7","3","0","3","0","8","2","0","2","0","11","6","0","6","0","8","Not Available","12","6",0,0,0,NA,0,0
"260040","COX MEDICAL CENTERS","3801 SOUTH NATIONAL AVENUE","SPRINGFIELD","MO",65807,"GREENE","(417) 269-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","1","","7","7","0","5","2","8","8","2","5","1","11","11","1","9","1","8","8","12","10",0.489747943058639,0.536658914926784,0.594782904239952,1.08672027820039,1.1351596791282,0.510063298019115
"260047","CAPITAL REGION MEDICAL CENTER","1125 MADISON ST","JEFFERSON CITY","MO",65102,"COLE","(573) 632-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","","4","","7","6","0","5","1","8","6","1","5","0","11","11","2","9","0","8","8","12","10",0.818330605564648,1.21114251110214,0.711743772241993,0,0,0.521512385919166
"260048","TRUMAN MEDICAL CENTER HOSPITAL HILL","2301 HOLMES STREET","KANSAS CITY","MO",64108,"JACKSON","(816) 404-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","2","","7","3","0","3","0","8","6","2","3","1","11","8","0","7","1","8","8","12","5",1.19203719156038,1.54798761609907,0.782268578878748,0.813008130081301,0.876577840112202,0.153347353662811
"26004F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424088210347752,0.533333333333333,NA,NA,NA,NA
"260050","SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE","2016 SOUTH MAIN ST","MARYVILLE","MO",64468,"NODAWAY","(660) 562-2600","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","3","","7","3","0","3","0","8","2","0","2","0","11","6","1","5","0","8","8","12","5",0,0,0,0,0,1.04493207941484
"260052","MERCY HOSPITAL WASHINGTON","901 EAST 5TH STREET","WASHINGTON","MO",63090,"FRANKLIN","(636) 239-8000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","6","0","6","0","8","7","1","6","0","11","10","2","8","0","8","8","12","10",1.08754758020663,1.54858691444057,0.609198903441974,0,3.4965034965035,0.147037200411704
"260057","CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN","CAMERON","MO",64429,"CLINTON","(816) 632-2101","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","3","0","2","1","8","4","0","4","0","11","7","0","7","0","8","8","12","7",0,0,0,NA,0,0
"260059","MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE","LEBANON","MO",65536,"LACLEDE","(417) 533-6100","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","4","","7","3","0","3","0","8","3","0","3","0","11","9","1","8","0","8","8","12","9",5.15463917525773,1.4265335235378,2.91545189504373,0,0,0.929368029739777
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST","NEVADA","MO",64772,"VERNON","(417) 667-3355","Acute Care Hospitals","Government - Local","Yes","Y","5","","7","3","0","3","0","8","2","0","2","0","11","6","1","5","0","8","8","12","4",0,0,NA,0,0,0.32
"260062","SAINT LUKES NORTH HOSPITAL","5830 N W BARRY ROAD","KANSAS CITY","MO",64154,"PLATTE","(816) 891-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","5","0","5","0","8","6","1","5","0","11","8","0","6","2","8","8","12","9",4.13650465356774,0,1.39811254806012,0,0,0.436935624817944
"260064","NOBLE HEALTH AUDRAIN COMMUNITY HOSPITAL","620 E MONROE","MEXICO","MO",65265,"AUDRAIN","(573) 582-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","","2","","7","4","0","3","1","8","2","0","2","0","11","10","2","8","0","8","8","12","5",0,0,0,0,0,0
"260065","MERCY HOSPITAL SPRINGFIELD","1235 E CHEROKEE","SPRINGFIELD","MO",65804,"GREENE","(417) 820-2000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","0","7","0","8","8","2","6","0","11","11","3","7","1","8","8","12","10",1.36643133682532,0.593647966755714,1.14310209330571,2.77623542476402,1.24891920453454,0.42741006943233
"260068","BOONE HOSPITAL CENTER","1600 E BROADWAY","COLUMBIA","MO",65201,"BOONE","(573) 815-8000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","4","","7","7","0","7","0","8","8","2","6","0","11","11","2","8","1","8","8","12","8",1.05782792665726,0.935781962802667,0.216684723726977,0,0.709849157054126,1.01209037693528
"260070","PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED","HAYTI","MO",63851,"PEMISCOT","(573) 359-1372","Acute Care Hospitals","Government - Local","Yes","","3","","7","3","0","3","0","8","3","0","3","0","11","5","0","4","1","8","Not Available","12","3",0,0,NA,NA,0,0
"260074","MOBERLY REGIONAL MEDICAL CENTER","1515 UNION AVE","MOBERLY","MO",65270,"RANDOLPH","(660) 263-8400","Acute Care Hospitals","Proprietary","Yes","Y","3","","7","4","0","4","0","8","4","0","4","0","11","7","0","7","0","8","8","12","7",0,0.929368029739777,0,1.91938579654511,0,0.366837857666911
"260077","MERCY HOSPITAL SOUTH","10010 KENNERLY ROAD","SAINT LOUIS","MO",63128,"ST. LOUIS","(314) 525-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","7","0","7","0","8","7","1","6","0","11","11","0","9","2","8","8","12","10",1.87717886832931,0.457108029864391,0.325839035516455,4.32900432900433,1.11332007952286,0.286512427476542
"260078","OZARKS HEALTHCARE","1100 KENTUCKY AVE","WEST PLAINS","MO",65775,"HOWELL","(417) 256-9111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","","3","","7","6","0","5","1","8","4","0","4","0","11","10","1","9","0","8","8","12","8",0,0,0,1.6750418760469,0,1.50404211317917
"26007F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"260081","SSM ST CLARE HEALTH CENTER","1015 BOWLES","FENTON","MO",63026,"JEFFERSON","(636) 496-2000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","0","7","0","8","8","0","8","0","11","9","0","9","0","8","8","12","7",0.948166877370417,1.27918132395267,0.470698987997176,1.36986301369863,1.45032632342277,0.47501835298182
"260085","ST JOSEPH MEDICAL CENTER","1000 CARONDELET DR","KANSAS CITY","MO",64114,"JACKSON","(816) 942-4400","Acute Care Hospitals","Proprietary","Yes","Y","5","","7","7","0","7","0","8","6","0","6","0","11","9","0","9","0","8","8","12","7",0.91743119266055,1.2847965738758,0,20,1.50602409638554,0.712850754973754
"260091","SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","6420 CLAYTON RD","RICHMOND HEIGHTS","MO",63117,"ST. LOUIS","(314) 768-8000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","6","0","6","0","8","8","1","7","0","11","10","0","10","0","8","8","12","8",0.769479993520168,0.502828409805154,0,2.33100233100233,0.92965602726991,0.608928633564146
"260094","COX MEDICAL CENTER BRANSON","525 BRANSON LANDING BLVD, PO BOX 650","BRANSON","MO",65615,"TANEY","(417) 335-7000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","6","0","6","0","8","6","1","5","0","11","10","0","10","0","8","8","12","10",0.834376303712975,2.16383307573416,0.778816199376947,0,1.40845070422535,0.380396880745578
"260095","CENTERPOINT MEDICAL CENTER","19600 EAST 39TH STREET","INDEPENDENCE","MO",64057,"JACKSON","(816) 698-7000","Acute Care Hospitals","Proprietary","Yes","Y","2","","7","7","0","7","0","8","7","1","6","0","11","11","0","8","3","8","8","12","11",0.447527411053927,0.90293453724605,0,4.739336492891,1.10071546505228,0.238818191122787
"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","NORTH KANSAS CITY","MO",64116,"CLAY","(816) 691-2000","Acute Care Hospitals","Government - Local","Yes","Y","3","","7","7","0","6","1","8","8","2","5","1","11","9","1","8","0","8","8","12","9",0.872448089338684,1.65837479270315,0.449084989334232,0.66006600660066,0.606183067286321,0.302622730329523
"260097","WESTERN MISSOURI MEDICAL CENTER","403 BURKARTH ROAD","WARRENSBURG","MO",64093,"JOHNSON","(660) 747-2500","Acute Care Hospitals","Government - Local","Yes","Y","5","","7","3","0","3","0","8","3","0","3","0","11","9","0","9","0","8","8","12","8",0,0.998003992015968,0,0,0,0
"26009F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40453074433657,1.96023522822739,NA,NA,NA,NA
"260102","UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER","7900 LEE'S SUMMIT RD","KANSAS CITY","MO",64139,"JACKSON","(816) 404-7000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","1","0","1","0","8","4","1","3","0","11","6","0","6","0","8","8","12","5",3.37268128161889,1.59744408945687,0,2.12539851222104,0,0.0787091696182605
"260104","SSM HEALTH DEPAUL HOSPITAL ST LOUIS","12303 DEPAUL DRIVE","BRIDGETON","MO",63044,"ST. LOUIS","(314) 344-6000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","2","","7","6","0","6","0","8","8","1","7","0","11","10","0","8","2","8","8","12","8",1.26662444585181,0.154249575813667,1.04712041884817,0.788022064617809,2.20488466757123,0.527014777494361
"260105","SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL","3635 VISTA AVE","SAINT LOUIS","MO",63110,"ST. LOUIS CITY","(314) 577-8000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","1","","7","7","0","7","0","8","6","0","3","3","11","10","0","7","3","8","8","12","7",1.05932203389831,0.406855515435081,1.464953797611,0,1.03971719692244,0.923325510714423
"260108","MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","TOWN AND COUNTRY","MO",63131,"ST. LOUIS","(314) 996-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","7","2","5","0","8","8","2","6","0","11","11","0","10","1","8","8","12","9",1.20153796859981,0.814796708221299,0.678656260604004,0,0.600961538461538,0.535105125861185
"260110","SOUTHEASTHEALTH","1701 LACEY ST","CAPE GIRARDEAU","MO",63701,"CAPE GIRARDEAU","(573) 334-4822","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","7","0","7","0","8","7","0","7","0","11","11","0","10","1","8","8","12","10",0.892458723784025,0,1.02380342974149,0,1.6467682173734,0.426039536468984
"260113","MISSOURI DELTA MEDICAL CENTER","1008 NORTH MAIN ST","SIKESTON","MO",63801,"SCOTT","(573) 471-1600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","4","0","4","0","8","4","0","4","0","11","9","1","8","0","8","8","12","7",0,0,0,1.13895216400911,2.15982721382289,0.890132248219735
"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","3100 OAK GROVE ROAD","POPLAR BLUFF","MO",63901,"BUTLER","(573) 785-7721","Acute Care Hospitals","Proprietary","Yes","Y","1","","7","6","0","4","2","8","7","1","6","0","11","10","0","7","3","8","8","12","8",0,0,0,0,1.06157112526539,0.232635427052177
"260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","1102 WEST 32ND STREET","JOPLIN","MO",64804,"JASPER","(417) 347-1111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","2","","7","7","0","5","2","8","8","3","4","1","11","11","0","10","1","8","8","12","11",2.29726625315874,0.679431747992588,0.976426279815874,0,1.31341323263832,0.50790236323982
"260138","ST LUKES HOSPITAL OF KANSAS CITY","4401 WORNALL ROAD","KANSAS CITY","MO",64111,"JACKSON","(816) 932-2000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","1","6","0","8","8","2","6","0","11","11","0","9","2","8","8","12","6",0.612155662439878,0.739289542749418,0.88809946714032,1.51591712986357,1.12359550561798,0.481463649494463
"260141","UNIVERSITY OF MISSOURI HEALTH CARE","ONE HOSPITAL DRIVE","COLUMBIA","MO",65212,"BOONE","(573) 882-4141","Acute Care Hospitals","Government - State","Yes","Y","3","","7","7","0","6","1","8","8","2","6","0","11","11","1","8","2","8","8","12","10",0.561707591076874,0.764370158988993,0.720668780628423,1.13765642775882,0.765159727093031,0.402930024485748
"260142","FITZGIBBON HOSPITAL","2305 S 65 HIGHWAY","MARSHALL","MO",65340,"SALINE","(660) 886-7431","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","3","","7","3","0","3","0","8","2","0","2","0","11","8","1","7","0","8","8","12","7",0,0,0,0,0,0.452284034373587
"260160","SOUTHEASTHEALTH CENTER OF STODDARD COUNTY","1200 N ONE MILE RD","DEXTER","MO",63841,"STODDARD","(573) 624-5566","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","3","0","3","0","8","1","0","1","0","11","7","0","7","0","8","8","12","4",0,0,NA,NA,0,0
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","12634 OLIVE BOULEVARD","CREVE COEUR","MO",63141,"ST. LOUIS","(314) 996-8000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","2","0","2","0","8","6","0","6","0","11","6","0","5","1","8","8","12","6",1.06269925611052,0.661813368630046,0.858221764503948,NA,0,0.384467512495194
"260163","PARKLAND HEALTH CENTER","1101 W LIBERTY","FARMINGTON","MO",63640,"ST. FRANCOIS","(573) 431-6005","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","3","0","3","0","8","3","0","3","0","11","9","0","9","0","8","8","12","7",4.76190476190476,0,3.70027752081406,0,0.999000999000999,1.45573651169138
"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","1600 N 2ND ST","CLINTON","MO",64735,"HENRY","(660) 885-5511","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Y","5","","7","3","0","3","0","8","3","0","3","0","11","9","0","9","0","8","8","12","8",0,0,0,0,6.09756097560976,0
"260176","ST LUKE'S DES PERES HOSPITAL","2345 DOUGHERTY FERRY ROAD","SAINT LOUIS","MO",63122,"ST. LOUIS","(314) 966-9100","Acute Care Hospitals","Proprietary","Yes","Y","3","","7","4","0","4","0","8","3","0","3","0","11","8","1","7","0","8","8","12","5",7.40740740740741,3.84615384615385,0,NA,1.91938579654511,0.379290726341741
"260177","NEW LIBERTY HOSPITAL DISTRICT","2525 GLENN HENDREN DR","LIBERTY","MO",64069,"CLAY","(816) 781-7200","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Y","3","","7","7","0","6","1","8","8","1","7","0","11","9","0","8","1","8","8","12","9",1.24470998257406,0,0.485908649173955,0,1.01781170483461,0.999757634512845
"260179","ST LUKES HOSPITAL","232 S WOODS MILL RD","CHESTERFIELD","MO",63017,"ST. LOUIS","(314) 434-1500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","7","1","6","0","8","8","2","6","0","11","11","1","9","1","8","8","12","9",0.446508305054474,0.126016004032512,0.745526838966203,0.998003992015968,0.587889476778366,0.450397851435435
"260180","CHRISTIAN HOSPITAL NORTHEAST","11133 DUNN ROAD","SAINT LOUIS","MO",63136,"ST. LOUIS","(314) 653-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","7","1","6","0","8","7","1","6","0","11","9","0","8","1","8","8","12","6",1.71252426076036,0.737010195307702,0.314169022934339,0,1.30847235852143,0.81134767646812
"260183","SAINT FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","CAPE GIRARDEAU","MO",63703,"CAPE GIRARDEAU","(573) 331-3000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","0","6","1","8","8","1","7","0","11","11","2","8","1","8","8","12","6",0.889205050684688,0.769822940723634,0.390548720952939,0,1.91864927091328,0.460362765859497
"260186","LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE","OSAGE BEACH","MO",65065,"CAMDEN","(573) 348-8000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","3","","7","6","0","6","0","8","6","1","5","0","11","11","1","10","0","8","8","12","10",3.09597523219814,1.38185168125288,1.40350877192982,0,2.56081946222791,0.885582713425434
"260190","LEE'S SUMMIT MEDICAL CENTER","2100 SE BLUE PARKWAY","LEES SUMMIT","MO",64063,"JACKSON","(816) 282-5000","Acute Care Hospitals","Proprietary","Yes","Y","4","","7","5","0","5","0","8","6","0","6","0","11","10","0","10","0","8","8","12","7",0.985221674876847,0.415627597672485,0.988630746416214,0,0.792393026941363,0.609172395788008
"260191","BARNES-JEWISH ST PETERS HOSPITAL","10 HOSPITAL DR","SAINT PETERS","MO",63376,"ST. CHARLES","(636) 916-9000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","4","","7","5","0","5","0","8","6","1","5","0","11","8","0","6","2","8","8","12","6",0.781555295037124,0.282725473565168,0.529801324503311,0,1.66389351081531,0.272826482357221
"260193","ST MARY'S MEDICAL CENTER","201 NW R D MIZE RD","BLUE SPRINGS","MO",64014,"JACKSON","(816) 228-5900","Acute Care Hospitals","Proprietary","Yes","Y","5","","7","5","1","4","0","8","5","0","5","0","11","7","0","6","1","8","8","12","6",1.1648223645894,0,0,NA,1.93423597678917,0.447677672076105
"260195","CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND","BOLIVAR","MO",65613,"POLK","(417) 326-6000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Y","3","","7","5","0","5","0","8","5","0","5","0","11","8","1","7","0","8","8","12","5",1.94363459669582,2.27790432801822,0,0,3.06748466257669,0.496031746031746
"260200","SSM ST JOSEPH HOSPITAL WEST","100 MEDICAL PLAZA","LAKE SAINT LOUIS","MO",63367,"ST. CHARLES","(636) 625-5200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","3","","7","6","0","6","0","8","8","1","6","1","11","8","0","7","1","8","8","12","8",1.80261378999549,0.284252416145537,0,0,5.17241379310345,0.305103953275509
"260209","NOBLE HEALTH CALLAWAY COMMUNITY HOSPITAL","10 SOUTH HOSPITAL DRIVE","FULTON","MO",65251,"CALLAWAY","(573) 642-3376","Acute Care Hospitals","Voluntary non-profit - Private","Yes","","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","1","0","1","0","11","Not Available","Not Available","Not Available","Not Available","8","Not Available","12","2",NA,NA,NA,NA,NA,NA
"260210","ST ALEXIUS HOSPITAL","3933 S BROADWAY","SAINT LOUIS","MO",63118,"ST. LOUIS CITY","(314) 865-7000","Acute Care Hospitals","Proprietary","Yes","","Not Available","16","7","1","0","1","0","8","2","1","1","0","11","3","0","2","1","8","8","12","3",4.34782608695652,0,NA,NA,5.71428571428571,0
